condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.07582938388625593,0.018267755671268843,0.03580480111568693,0.07582938388625593,0.018267755671268843,0.03580480111568693,0.07582938388625593,0.018267755671268843,0.03580480111568693,0.16113744075829384,0.02537078991057397,0.04972674822472498,0.11697009138745076,0.019842298361965705,0.038890904789452785,0.10268562401263824,0.01887175379090537,0.036988637430174526,0.21800947867298578,0.028492383767773615,0.05584507218483629,0.13557931011411492,0.02001196541354776,0.039223452210553615,0.11049048371323253,0.01880076244036739,0.03684949438312009,0.24644549763033174,0.02973775172659685,0.05828599338412982,0.14271045534042734,0.019989573093407133,0.03917956326307798,0.11241807165977782,0.01876351060494313,0.036776480785688535
discussion,0.23809523809523808,0.06651717102567412,0.13037365521032127,0.23809523809523808,0.06651717102567412,0.13037365521032127,0.23809523809523808,0.06651717102567412,0.13037365521032127,0.4523809523809524,0.07773193873880942,0.15235459992806646,0.3342784309203907,0.06454743015334967,0.12651296310056534,0.2968253968253968,0.06401581786687936,0.12547100301908354,0.5476190476190477,0.07773193873880942,0.15235459992806646,0.36626281491533125,0.06231232329116286,0.1221321536506792,0.3107142857142857,0.06279035389239081,0.12306909362908598,0.5952380952380952,0.0766572519305696,0.15024821378391642,0.37719254019763393,0.06120315803043858,0.11995818973965962,0.31315789473684214,0.06251804592143746,0.12253537000601743
all,0.10276679841897234,0.019128407317772943,0.03749167834283497,0.10276679841897234,0.019128407317772943,0.03749167834283497,0.10276679841897234,0.019128407317772943,0.03749167834283497,0.20948616600790515,0.025634930306561707,0.050244463400860945,0.1530449936024052,0.020300378803293457,0.03978874245445518,0.1349143610013175,0.019465576441510715,0.038152529825361,0.2727272727272727,0.02805515453856217,0.05498810289558185,0.17387459549613504,0.020308583360750084,0.039804823387070164,0.14372921764226113,0.019343500583859953,0.03791326114436551,0.30434782608695654,0.028985507246376815,0.05681159420289856,0.18163633504004265,0.020225888630281557,0.03964274171535185,0.14574246916664224,0.019297423063345982,0.03782294920415812
