condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.09281716417910447,0.004431847605800415,0.008686421307368814,0.09281716417910447,0.004431847605800415,0.008686421307368814,0.09281716417910447,0.004431847605800415,0.008686421307368814,0.17583955223880596,0.0058141659992769126,0.011395765358582749,0.13809895948976822,0.004809939779744503,0.009427481968299227,0.1254469838308458,0.004608434168354788,0.009032530969975385,0.19612873134328357,0.006064389975264769,0.011886204351518947,0.14473636915049712,0.004817353477389101,0.009442012815682639,0.12823114709192135,0.004600523966674432,0.009017026974681886,0.21012126865671643,0.006222121328130412,0.012195357803135609,0.14837400277428078,0.004814509075125128,0.00943643778724525,0.12928175035189968,0.004595714540957577,0.00900760050027685
discussion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,0.08329845123482629,0.003998110796712558,0.007836297161556613,0.08329845123482629,0.003998110796712558,0.007836297161556613,0.08329845123482629,0.003998110796712558,0.007836297161556613,0.15780661364587695,0.005274616547459492,0.010338248433020603,0.12393644585435876,0.0043589657654859275,0.008543572900352417,0.11258197293149158,0.004172268548974201,0.008177646355989434,0.17601506906655504,0.0055100677552055955,0.010799732800202968,0.12989316678889315,0.0043696951075270695,0.008564602410753056,0.11508061086859746,0.004166865001077274,0.008167055402111456,0.18857262452909168,0.005659610321429711,0.011092836230002233,0.1331577488271486,0.004369520869125727,0.008564260903486425,0.11602347122414103,0.004163214507013952,0.008159900433747345
