condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.07109004739336493,0.017732973397032902,0.03475662785818449,0.07109004739336493,0.017732973397032902,0.03475662785818449,0.07109004739336493,0.017732973397032902,0.03475662785818449,0.16587677725118483,0.025668367787159432,0.05031000086283249,0.1186265227088755,0.019719911958548386,0.038651027438754836,0.10315955766192733,0.018585208414213853,0.036427008491859154,0.21800947867298578,0.028492383767773615,0.05584507218483629,0.13559224521177968,0.019867598811308885,0.038940493670165416,0.1102121417287294,0.01851705630218421,0.036293430352281046,0.24170616113744076,0.029542889951620084,0.05790406430517536,0.14174029994392318,0.019855084390230503,0.03891596540485179,0.11198175179217834,0.018483932127855516,0.03622850697059681
discussion,0.21428571428571427,0.06408213992247219,0.1256009942480455,0.21428571428571427,0.06408213992247219,0.1256009942480455,0.21428571428571427,0.06408213992247219,0.1256009942480455,0.47619047619047616,0.07799829681942305,0.15287666176606918,0.3390463641465351,0.06261920120754115,0.12273363436678066,0.29484126984126985,0.06151318149804993,0.12056583573617785,0.5238095238095238,0.07799829681942305,0.15287666176606918,0.35449394057794137,0.06149939575986613,0.12053881568933761,0.301218820861678,0.060926837419875174,0.11941660134295534,0.5714285714285714,0.0772859686857799,0.1514804986241286,0.36635247506374685,0.06038150587930399,0.11834775152343582,0.30437307401593117,0.06058645124113322,0.1187494444326211
all,0.09486166007905138,0.018458762010081634,0.03617917353976,0.09486166007905138,0.018458762010081634,0.03617917353976,0.09486166007905138,0.018458762010081634,0.03617917353976,0.21739130434782608,0.02598323063770421,0.05092713204990025,0.15521795883686643,0.02007151599982807,0.039340171359663015,0.1349802371541502,0.019037939517088105,0.037314361453492685,0.26877470355731226,0.02792669416817292,0.05473632056961892,0.1719316570907472,0.020070093907981586,0.03933738405964391,0.1419207603990213,0.01893686381691354,0.03711625308115053,0.2964426877470356,0.028768673758013875,0.05638660056570719,0.17902769660413106,0.0200043657803675,0.0392085569295203,0.14392023216133892,0.018892525733826257,0.03702935043829946
