condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.03317535545023697,0.012358677545407868,0.024223007988999422,0.03317535545023697,0.012358677545407868,0.024223007988999422,0.03317535545023697,0.012358677545407868,0.024223007988999422,0.09004739336492891,0.019753102265468347,0.038716080440317956,0.06117053871224184,0.01444345291501711,0.028309167713433534,0.05181674565560822,0.013364819536097316,0.02619504629075074,0.10426540284360189,0.021088716077049277,0.041333883511016585,0.06578050107981402,0.014593871517426147,0.028603988174155246,0.05372564507635598,0.01337599220102042,0.026216944714000025,0.11374407582938388,0.021909593576363854,0.04294280340967315,0.06838325510862184,0.014653409158564652,0.028720681950786718,0.05455143855617789,0.013372906291927064,0.026210896332177047
discussion,0.047619047619047616,0.03325858551283706,0.06518682760516063,0.047619047619047616,0.03325858551283706,0.06518682760516063,0.047619047619047616,0.03325858551283706,0.06518682760516063,0.19047619047619047,0.06132580154445568,0.12019857102713313,0.1267491861616135,0.04314141185234457,0.08455716723059535,0.10515873015873015,0.038634286704786816,0.07572320194138216,0.21428571428571427,0.06408213992247219,0.1256009942480455,0.13391656701075588,0.04322311485818072,0.08471730512203421,0.1078042328042328,0.03854913973073562,0.07555631387224182,0.21428571428571427,0.06408213992247219,0.1256009942480455,0.13391656701075588,0.04322311485818072,0.08471730512203421,0.1078042328042328,0.03854913973073562,0.07555631387224182
all,0.03557312252964427,0.011667971947923109,0.022869225017929293,0.03557312252964427,0.011667971947923109,0.022869225017929293,0.03557312252964427,0.011667971947923109,0.022869225017929293,0.1067193675889328,0.019449807622416528,0.03812162293993639,0.07205711259711776,0.014057620359152215,0.02755293590393834,0.06067193675889328,0.012884721463081608,0.02525405406763995,0.1225296442687747,0.02065553949145614,0.04048485740325403,0.07709162664937749,0.01417852988797933,0.027789918580439485,0.06270311813790075,0.012887577622408592,0.02525965213992084,0.13043478260869565,0.021215218977142028,0.04158182919519837,0.07926230293427255,0.014214421198688902,0.027860265549430246,0.06339182337206052,0.012883462016398594,0.025251585552141246
