condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.0011660447761194029,0.000521227739882322,0.001021606370169351,0.0011660447761194029,0.000521227739882322,0.001021606370169351,0.0011660447761194029,0.000521227739882322,0.001021606370169351,0.009095149253731344,0.0014499203676390114,0.002841843920572462,0.005239461124796165,0.0008746394145821864,0.0017142932525810852,0.0039606654228855715,0.0007180497046999578,0.0014073774212119171,0.013526119402985074,0.0017642196786728623,0.00345787057019881,0.006689649973622848,0.0009341079169347946,0.0018308515171921974,0.00457071043591566,0.0007313318854102708,0.0014334104954041307,0.01842350746268657,0.0020538630891234573,0.0040255716546819765,0.007958370352738702,0.0009721558228954521,0.0019054254128750862,0.004934341261744252,0.0007351662298968947,0.0014409258105979137
discussion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,0.0010464629552113854,0.000467796484006641,0.0009168811086530163,0.0010464629552113854,0.000467796484006641,0.0009168811086530163,0.0010464629552113854,0.000467796484006641,0.0009168811086530163,0.008162411050648808,0.001301822854983982,0.002551572795768605,0.004702136731503967,0.0007852696447941504,0.0015391285037965347,0.0035544858378680055,0.0006446380424137086,0.001263490563130869,0.012138970280452072,0.0015843868530183037,0.003105398231915875,0.00600360382731159,0.0008388160742973443,0.0016440795056227946,0.004101968679197645,0.0006566300502009911,0.0012869948983939426,0.016534114692339893,0.0018449835660933063,0.0036161677895428803,0.0071422126564553295,0.0008731465823854189,0.001711367301475421,0.004428307938543188,0.0006601199712318235,0.001293835143614374
