0,1,2
Reservoir Dogs,0.04401838990511592,0.1275239107332625
Infernal Affairs,0.04401838990511592,0.010626992561105207
Seven Samurai,0.04401838990511592,0.08501594048884166
Booksmart,0.04401838990511592,0.021253985122210415
28 Days Later,0.04401838990511592,0.563230605738576
Heathers,0.04401838990511592,0.021253985122210415
The Green Knight,0.04401838990511592,0.021253985122210415
Mean Girls,0.04401838990511592,0.031880977683315624
The Invisible Man,0.04401838990511592,0.010626992561105207
Troll 2,0.04401838990511592,0.031880977683315624
Carrie,0.03912745769343637,0.010626992561105207
The Proposal,0.03912745769343637,0.1594048884165781
Before Sunrise,0.03912745769343637,0.031880977683315624
Murder on the Orient Express,0.03912745769343637,0.04250797024442083
American Graffiti,0.03912745769343637,0.031880977683315624
Rudy,0.03912745769343637,0.010626992561105207
Freaks,0.03912745769343637,0.010626992561105207
Cinema Paradiso,0.03912745769343637,0.053134962805526036
Blue Valentine,0.03912745769343637,0.2763018065887354
The Sixth Sense,0.03912745769343637,1.742826780021254
Videodrome,0.03912745769343637,0.09564293304994687
Safety Not Guaranteed,0.03912745769343637,0.031880977683315624
Point Break,0.03912745769343637,0.010626992561105207
A Serbian Film,0.03912745769343637,0.1487778958554729
Crank,0.03912745769343637,0.08501594048884166
My Neighbor Totoro,0.03912745769343637,0.010626992561105207
Unstoppable,0.03912745769343637,0.031880977683315624
The Room,0.03912745769343637,0.17003188097768332
Inglourious Basterds,0.03912745769343637,0.04250797024442083
Being John Malkovich,0.03912745769343637,0.1487778958554729
Das Boot,0.03912745769343637,0.04250797024442083
Into the Wild,0.03912745769343637,0.09564293304994687
A Boy and His Dog,0.03912745769343637,0.08501594048884166
Say Anything,0.03912745769343637,0.010626992561105207
American History X,0.03912745769343637,0.1806588735387885
Cube,0.03912745769343637,0.5738575982996812
Begin Again,0.03912745769343637,0.010626992561105207
Once,0.03912745769343637,0.04250797024442083
The Notebook,0.03912745769343637,0.4675876726886291
The Time Machine,0.03912745769343637,0.010626992561105207
The Goonies,0.03912745769343637,0.053134962805526036
The Tree of Life,0.034236525481756826,0.053134962805526036
Once Upon a Time in America,0.034236525481756826,0.021253985122210415
While You Were Sleeping,0.034236525481756826,0.06376195536663125
Frances Ha,0.034236525481756826,0.010626992561105207
Monty Python and the Holy Grail,0.034236525481756826,0.031880977683315624
300,0.034236525481756826,0.021253985122210415
Enter the Void,0.034236525481756826,0.010626992561105207
Rain Man,0.034236525481756826,0.021253985122210415
Panic Room,0.034236525481756826,0.04250797024442083
Phone Booth,0.034236525481756826,0.031880977683315624
High Noon,0.034236525481756826,0.010626992561105207
Do the Right Thing,0.034236525481756826,0.1275239107332625
The Warriors,0.034236525481756826,0.010626992561105207
Catch Me If You Can,0.034236525481756826,0.010626992561105207
Paths of Glory,0.034236525481756826,0.010626992561105207
Toy Story,0.034236525481756826,0.19128586609989373
The Talented Mr. Ripley,0.034236525481756826,0.04250797024442083
Apollo 13,0.034236525481756826,0.021253985122210415
Atonement,0.034236525481756826,0.04250797024442083
Metropolis,0.034236525481756826,0.010626992561105207
Blue Ruin,0.034236525481756826,0.06376195536663125
The Virgin Suicides,0.034236525481756826,0.06376195536663125
Rosemary's Baby,0.034236525481756826,0.19128586609989373
Lethal Weapon,0.034236525481756826,0.21253985122210414
Walking Tall,0.034236525481756826,0.010626992561105207
All the President's Men,0.034236525481756826,0.22316684378320936
National Treasure,0.034236525481756826,0.1594048884165781
Spy,0.034236525481756826,0.04250797024442083
Deliverance,0.034236525481756826,0.04250797024442083
Burn After Reading,0.034236525481756826,0.010626992561105207
Pride and Prejudice,0.034236525481756826,0.19128586609989373
Tell No One,0.034236525481756826,0.010626992561105207
The Sting,0.034236525481756826,0.031880977683315624
New Hope,0.034236525481756826,0.010626992561105207
Trapped in Paradise,0.029345593270077276,0.07438894792773645
The Host,0.029345593270077276,0.08501594048884166
A Tale of Two Sisters,0.029345593270077276,0.031880977683315624
Beauty and the Beast,0.029345593270077276,0.04250797024442083
Paprika,0.029345593270077276,0.1275239107332625
Guardians of the Galaxy,0.029345593270077276,0.021253985122210415
A Christmas Carol,0.029345593270077276,0.11689691817215728
Gosford Park,0.029345593270077276,0.1487778958554729
Buried,0.029345593270077276,0.09564293304994687
Garden State,0.029345593270077276,0.021253985122210415
Inside,0.029345593270077276,0.010626992561105207
Us,0.029345593270077276,0.010626992561105207
You're Next,0.029345593270077276,0.021253985122210415
Serendipity,0.029345593270077276,0.04250797024442083
Chicago,0.029345593270077276,0.04250797024442083
The Squid and the Whale,0.029345593270077276,0.010626992561105207
Midnight in Paris,0.029345593270077276,0.031880977683315624
Scott Pilgrim vs. the World,0.029345593270077276,0.010626992561105207
Manhattan Murder Mystery,0.029345593270077276,0.010626992561105207
The Killing,0.029345593270077276,0.010626992561105207
Akira,0.029345593270077276,0.053134962805526036
Persona,0.029345593270077276,0.031880977683315624
The Texas Chain Saw Massacre,0.029345593270077276,0.04250797024442083
Belle de Jour,0.029345593270077276,0.010626992561105207
The Hurt Locker,0.029345593270077276,0.010626992561105207
Treasure Island,0.029345593270077276,0.053134962805526036
Tron,0.029345593270077276,0.1275239107332625
Kung Fu Hustle,0.029345593270077276,0.10626992561105207
Slumdog Millionaire,0.029345593270077276,0.17003188097768332
The Gift,0.029345593270077276,0.010626992561105207
Mr. Holland's Opus,0.029345593270077276,0.010626992561105207
The Imitation Game,0.029345593270077276,0.1806588735387885
Europa Report,0.029345593270077276,0.17003188097768332
Dances with Wolves,0.029345593270077276,0.24442082890541977
The Mission,0.029345593270077276,0.021253985122210415
Resident Evil,0.029345593270077276,0.021253985122210415
Basic Instinct,0.029345593270077276,0.031880977683315624
Days of Heaven,0.029345593270077276,0.031880977683315624
Legends of the Fall,0.029345593270077276,0.010626992561105207
Amadeus,0.029345593270077276,0.07438894792773645
Road to Perdition,0.029345593270077276,0.06376195536663125
Sherlock Holmes,0.02445466105839773,0.021253985122210415
Atomic Blonde,0.02445466105839773,0.031880977683315624
Bringing Up Baby,0.02445466105839773,0.04250797024442083
Silent Running,0.02445466105839773,0.04250797024442083
Cast Away,0.02445466105839773,0.1381509032943677
Roman Holiday,0.02445466105839773,0.1806588735387885
Anatomy of a Murder,0.02445466105839773,0.010626992561105207
Inside Out,0.02445466105839773,0.021253985122210415
The Monster Squad,0.02445466105839773,0.010626992561105207
The Muppet Christmas Carol,0.02445466105839773,0.04250797024442083
Spotlight,0.02445466105839773,0.1381509032943677
Ocean's Eleven,0.02445466105839773,0.26567481402763016
I Am Love,0.02445466105839773,0.010626992561105207
One Flew Over the Cuckoo's Nest,0.02445466105839773,0.2975557917109458
Conan the Barbarian,0.02445466105839773,0.010626992561105207
The Skin I Live In,0.02445466105839773,0.010626992561105207
Parenthood,0.02445466105839773,0.04250797024442083
The Big Short,0.02445466105839773,0.04250797024442083
Ghost in the Shell,0.02445466105839773,0.06376195536663125
Suspiria,0.02445466105839773,0.04250797024442083
Creep 2,0.02445466105839773,0.021253985122210415
The Pursuit of Happyness,0.02445466105839773,0.4782146652497343
The Edge of Seventeen,0.02445466105839773,0.021253985122210415
The Big Sleep,0.02445466105839773,0.08501594048884166
The Mountain Between Us,0.02445466105839773,0.021253985122210415
The Orphanage,0.02445466105839773,0.021253985122210415
The Adjustment Bureau,0.02445466105839773,0.010626992561105207
Body Heat,0.02445466105839773,0.010626992561105207
Gone with the Wind,0.02445466105839773,0.010626992561105207
Dave Made a Maze,0.02445466105839773,0.010626992561105207
Nomadland,0.02445466105839773,0.30818278427205104
Night of the Living Dead,0.02445466105839773,0.021253985122210415
The Terminator,0.02445466105839773,0.021253985122210415
Little Women,0.02445466105839773,0.021253985122210415
The Spectacular Now,0.02445466105839773,0.11689691817215728
The Italian Job,0.02445466105839773,0.6907545164718385
The Fifth Element,0.02445466105839773,0.23379383634431455
Victoria,0.02445466105839773,0.07438894792773645
X,0.02445466105839773,0.010626992561105207
The Fugitive,0.02445466105839773,0.07438894792773645
Leviathan,0.02445466105839773,0.08501594048884166
The Hunger Games,0.02445466105839773,0.1381509032943677
Soylent Green,0.02445466105839773,0.010626992561105207
Ratatouille,0.02445466105839773,0.1487778958554729
Love Actually,0.02445466105839773,0.09564293304994687
Zero Dark Thirty,0.02445466105839773,0.10626992561105207
Spaceballs,0.02445466105839773,0.1275239107332625
American Pie,0.02445466105839773,0.053134962805526036
Upstream Color,0.02445466105839773,0.031880977683315624
Let the Right One In,0.02445466105839773,0.06376195536663125
Perfect Blue,0.02445466105839773,0.031880977683315624
Some Like It Hot,0.02445466105839773,0.010626992561105207
Dunkirk,0.02445466105839773,0.010626992561105207
The King's Speech,0.02445466105839773,0.04250797024442083
The Graduate,0.02445466105839773,0.1275239107332625
500 Days of Summer,0.02445466105839773,0.04250797024442083
The Seventh Seal,0.02445466105839773,0.04250797024442083
Life of Pi,0.02445466105839773,0.49946865037194477
The Cooler,0.02445466105839773,0.010626992561105207
Tombstone,0.019563728846718184,0.053134962805526036
Miracle in Cell No. 7,0.019563728846718184,0.031880977683315624
Lady Vengeance,0.019563728846718184,0.010626992561105207
"Crazy, Stupid, Love",0.019563728846718184,0.1275239107332625
Dancer in the Dark,0.019563728846718184,0.010626992561105207
Alexander,0.019563728846718184,0.010626992561105207
The Count of Monte Cristo,0.019563728846718184,0.3188097768331562
Playtime,0.019563728846718184,0.010626992561105207
The Peanut Butter Falcon,0.019563728846718184,0.053134962805526036
Weekend at Bernie's,0.019563728846718184,0.010626992561105207
Taken,0.019563728846718184,0.04250797024442083
Insidious,0.019563728846718184,0.17003188097768332
In the Mouth of Madness,0.019563728846718184,0.010626992561105207
The Name of the Rose,0.019563728846718184,0.19128586609989373
Cloverfield,0.019563728846718184,0.21253985122210414
Dawn Patrol,0.019563728846718184,0.010626992561105207
Little Evil,0.019563728846718184,0.021253985122210415
Unfriended,0.019563728846718184,0.010626992561105207
Lost Highway,0.019563728846718184,0.010626992561105207
Rubber,0.019563728846718184,0.010626992561105207
The Cabin in the Woods,0.019563728846718184,0.41445270988310307
Westworld,0.019563728846718184,0.010626992561105207
The American,0.019563728846718184,0.1594048884165781
The Black Phone,0.019563728846718184,0.06376195536663125
Jingle All the Way,0.019563728846718184,0.010626992561105207
127 Hours,0.019563728846718184,0.06376195536663125
Armageddon,0.019563728846718184,0.04250797024442083
The Changeling,0.019563728846718184,0.07438894792773645
Fatal Attraction,0.019563728846718184,0.17003188097768332
The Avengers,0.019563728846718184,0.031880977683315624
The Wicker Man,0.019563728846718184,0.08501594048884166
The Last King,0.019563728846718184,0.010626992561105207
Dumb and Dumber,0.019563728846718184,0.1594048884165781
The Road Warrior,0.019563728846718184,0.031880977683315624
The Book of Eli,0.019563728846718184,0.010626992561105207
Sixteen Candles,0.019563728846718184,0.1487778958554729
Shameless,0.019563728846718184,0.031880977683315624
Fear and Loathing in Las Vegas,0.019563728846718184,0.07438894792773645
Steel Magnolias,0.019563728846718184,0.08501594048884166
All About Eve,0.019563728846718184,0.11689691817215728
The Call,0.019563728846718184,0.010626992561105207
Wild,0.019563728846718184,0.021253985122210415
Ender's Game,0.019563728846718184,0.04250797024442083
Euphoria,0.019563728846718184,0.021253985122210415
Night of the Comet,0.019563728846718184,0.031880977683315624
Beverly Hills Cop,0.019563728846718184,0.021253985122210415
Precious,0.019563728846718184,0.04250797024442083
The Dark Knight Rises,0.019563728846718184,0.010626992561105207
Hoop Dreams,0.019563728846718184,0.010626992561105207
The Christmas Chronicles,0.019563728846718184,0.031880977683315624
Liar Liar,0.019563728846718184,0.06376195536663125
The Guest,0.019563728846718184,0.08501594048884166
No Exit,0.019563728846718184,0.031880977683315624
The Sound of Music,0.019563728846718184,0.21253985122210414
West Side Story,0.019563728846718184,0.010626992561105207
The Heat,0.019563728846718184,0.031880977683315624
Sympathy for Mr. Vengeance,0.014672796635038638,0.021253985122210415
Mr. Nobody,0.014672796635038638,0.021253985122210415
Star Trek II: The Wrath of Khan,0.014672796635038638,0.031880977683315624
Coming to America,0.014672796635038638,0.11689691817215728
The Snowman,0.014672796635038638,0.010626992561105207
The Guilty,0.014672796635038638,0.010626992561105207
Wings of Desire,0.014672796635038638,0.010626992561105207
Thelma & Louise,0.014672796635038638,0.08501594048884166
Creed,0.014672796635038638,0.04250797024442083
A Bridge Too Far,0.014672796635038638,0.031880977683315624
A Nightmare on Elm Street,0.014672796635038638,0.021253985122210415
She's Out of My League,0.014672796635038638,0.010626992561105207
The Hidden,0.014672796635038638,0.031880977683315624
The Wolf of Wall Street,0.014672796635038638,0.11689691817215728
Tinker Tailor Soldier Spy,0.014672796635038638,0.22316684378320936
Ghost,0.014672796635038638,0.053134962805526036
Source Code,0.014672796635038638,0.10626992561105207
The Condemned,0.014672796635038638,0.010626992561105207
The Irishman,0.014672796635038638,0.053134962805526036
Dirty Dancing,0.014672796635038638,0.04250797024442083
Shin Godzilla,0.014672796635038638,0.021253985122210415
The Lost City,0.014672796635038638,0.010626992561105207
The Life Aquatic with Steve Zissou,0.014672796635038638,0.021253985122210415
The Happening,0.014672796635038638,0.010626992561105207
Mysterious Skin,0.014672796635038638,0.010626992561105207
Bridge of Spies,0.014672796635038638,0.021253985122210415
Logan's Run,0.014672796635038638,0.010626992561105207
The Great Gatsby,0.014672796635038638,0.010626992561105207
The Nightmare Before Christmas,0.014672796635038638,0.021253985122210415
Gaslight,0.014672796635038638,0.07438894792773645
The Belko Experiment,0.014672796635038638,0.031880977683315624
Invasion of the Body Snatchers,0.014672796635038638,0.031880977683315624
Black Hawk Down,0.014672796635038638,0.06376195536663125
Sense and Sensibility,0.014672796635038638,0.021253985122210415
Dead Snow,0.014672796635038638,0.053134962805526036
To Kill a Mockingbird,0.014672796635038638,0.26567481402763016
The Last Temptation of Christ,0.014672796635038638,0.08501594048884166
The Wizard of Oz,0.014672796635038638,0.10626992561105207
Bohemian Rhapsody,0.014672796635038638,0.010626992561105207
The Sandlot,0.014672796635038638,0.010626992561105207
Before Sunset,0.014672796635038638,0.021253985122210415
The New World,0.014672796635038638,0.010626992561105207
The Last of the Mohicans,0.014672796635038638,0.031880977683315624
"Lock, Stock and Two Smoking Barrels",0.014672796635038638,0.021253985122210415
Justified,0.014672796635038638,0.031880977683315624
Clash of the Titans,0.014672796635038638,0.19128586609989373
The Final Countdown,0.014672796635038638,0.021253985122210415
Highlander,0.014672796635038638,0.031880977683315624
The Bishop's Wife,0.014672796635038638,0.031880977683315624
My Dinner with Andre,0.014672796635038638,0.23379383634431455
The Man Who Shot Liberty Valance,0.014672796635038638,0.010626992561105207
Rush,0.014672796635038638,0.031880977683315624
Man on Fire,0.014672796635038638,0.010626992561105207
Kingsman: The Secret Service,0.014672796635038638,0.20191285866099895
Die Hard 2,0.014672796635038638,0.08501594048884166
Ordinary People,0.014672796635038638,0.1381509032943677
The Wild Bunch,0.014672796635038638,0.010626992561105207
The Elephant Man,0.014672796635038638,0.053134962805526036
Free Solo,0.014672796635038638,0.17003188097768332
Unfaithful,0.014672796635038638,0.08501594048884166
Bridge to Terabithia,0.014672796635038638,0.031880977683315624
The Lives of Others,0.014672796635038638,0.010626992561105207
Siberiade,0.014672796635038638,0.010626992561105207
The Day After Tomorrow,0.014672796635038638,0.3188097768331562
Vampire's Kiss,0.014672796635038638,0.41445270988310307
Inland Empire,0.014672796635038638,0.010626992561105207
Evil Dead II,0.014672796635038638,0.031880977683315624
"As Above, So Below",0.009781864423359092,0.04250797024442083
The Blind Side,0.009781864423359092,0.053134962805526036
The Hangover,0.009781864423359092,0.22316684378320936
Bloodsport,0.009781864423359092,0.010626992561105207
The Karate Kid,0.009781864423359092,0.010626992561105207
F for Fake,0.009781864423359092,0.010626992561105207
The Exorcist,0.009781864423359092,0.26567481402763016
