condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.04710820895522388,0.0032358870012595704,0.006342338522468758,0.04710820895522388,0.0032358870012595704,0.006342338522468758,0.04710820895522388,0.0032358870012595704,0.006342338522468758,0.1513526119402985,0.005473710922803766,0.010728473408695382,0.09803958955450298,0.003841956746469704,0.00753023522308062,0.08074082711442787,0.0035097913503196513,0.006879191046626517,0.21431902985074627,0.006267246013225575,0.012283802185922127,0.11872645927267834,0.003912545272879997,0.007668588734844794,0.08946700648542999,0.0035017607305353375,0.0068634510318492615,0.2537313432835821,0.006645962989206686,0.013026087458845105,0.12873968594023424,0.0039148751153541125,0.00767315522609406,0.09224319435642488,0.003491718211995131,0.006843767695510457
discussion,0.12244897959183673,0.014823793052650223,0.029054634383194437,0.12244897959183673,0.014823793052650223,0.029054634383194437,0.12244897959183673,0.014823793052650223,0.029054634383194437,0.48775510204081635,0.022604000156059803,0.044303840305877216,0.3028842377705344,0.01584913907929549,0.03106431259541916,0.2426190476190476,0.014841920765935724,0.02909016470123402,0.6265306122448979,0.021874806650150184,0.04287462103429436,0.34866299455142047,0.01487336749061852,0.029151800281612298,0.26202785876255263,0.014350652130230367,0.028127278175251517,0.7142857142857143,0.02042901985047863,0.04004087890693812,0.37045068553246835,0.014151923023401066,0.027737769125866087,0.26779301867442384,0.014159573216647386,0.027752763504628877
all,0.054834658853076604,0.003293850215874828,0.006455946423114663,0.054834658853076604,0.003293850215874828,0.006455946423114663,0.054834658853076604,0.003293850215874828,0.006455946423114663,0.18585182084554205,0.005628044432962945,0.01103096708860737,0.1190470984757787,0.003915809052779121,0.007674985743447076,0.09734198409376307,0.003569131804500703,0.006995498336821378,0.25659271661783173,0.0063191395687520946,0.012385513554754105,0.14230722576212657,0.003958521690937877,0.007758702514238238,0.10716370334934588,0.0035512858185572926,0.006960520204372294,0.30096274591879446,0.006636344312477155,0.013007234852455224,0.15352796342039224,0.003946105453994895,0.007734366689829994,0.11024642037480482,0.0035380677935876043,0.006934612875431704
