condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.04640858208955224,0.0032129470994937,0.006297376315007652,0.04640858208955224,0.0032129470994937,0.006297376315007652,0.04640858208955224,0.0032129470994937,0.006297376315007652,0.13549440298507462,0.005227184637643306,0.010245281889780881,0.08978339386758022,0.003749566513056066,0.0073491503655898896,0.0749844527363184,0.00345511981111724,0.00677203482978979,0.18446828358208955,0.005923856634670014,0.011610759003953228,0.10596216411812324,0.0038174812852208293,0.007482263319032826,0.08185967484008529,0.0034521604504259033,0.006766234482834771,0.2019589552238806,0.006131509848544943,0.012017759303148088,0.11047254671197779,0.003823320360940175,0.007493707907442743,0.08314376162553341,0.0034482815399086934,0.006758631818221039
discussion,0.14081632653061224,0.015729506010404855,0.030829831780393516,0.14081632653061224,0.015729506010404855,0.030829831780393516,0.14081632653061224,0.015729506010404855,0.030829831780393516,0.6326530612244898,0.021800506802038093,0.04272899333199466,0.38814049356623936,0.015561307150689568,0.030500162015351554,0.3079251700680272,0.014911948675269826,0.029227419403528857,0.7489795918367347,0.01960808036605686,0.038431837517471444,0.42698050292836315,0.014285028392691792,0.02799865564967591,0.3246768707482993,0.01434433892055341,0.028114904284284682,0.7693877551020408,0.0190484388145094,0.03733494007643842,0.43231774772572157,0.014055169871897174,0.02754813294891846,0.3262361550908812,0.014280578280639151,0.027989933430052735
all,0.05609041439933026,0.0033291387966010145,0.006525112041337988,0.05609041439933026,0.0033291387966010145,0.006525112041337988,0.05609041439933026,0.0033291387966010145,0.006525112041337988,0.1864796986186689,0.0056353689697403,0.011045323180690987,0.120380919788958,0.003947196532584722,0.007736505203866055,0.0988733082182224,0.0036047820828101896,0.007065372882307972,0.2423608204269569,0.006199901630506127,0.01215180719579201,0.1388836764699478,0.003983063428339909,0.007806804319546222,0.10676139647989795,0.003590848136651033,0.007038062347836025,0.26015069066555047,0.006347555507387155,0.012441208794478823,0.14347885656897538,0.0039802741498042695,0.007801337333616368,0.10807370570213877,0.0035855333220975675,0.007027645311311232
