idx,condition,recall@1,ndcg@1,mrr@1,recall@5,ndcg@5,mrr@5,recall@10,ndcg@10,mrr@10,recall@20,ndcg@20,mrr@20
0,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
8,dis,0,0.0,0.0,1,0.38685280723454163,0.2,1,0.38685280723454163,0.2,1,0.38685280723454163,0.2
21,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
40,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
44,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
45,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.227670248696953,0.05
51,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
60,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
67,dis,0,0.0,0.0,0,0.0,0.0,1,0.3333333333333333,0.14285714285714285,1,0.3333333333333333,0.14285714285714285
71,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
75,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
79,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
80,dis,0,0.0,0.0,0,0.0,0.0,1,0.3333333333333333,0.14285714285714285,1,0.3333333333333333,0.14285714285714285
82,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
85,dis,0,0.0,0.0,0,0.0,0.0,1,0.3562071871080222,0.16666666666666666,1,0.3562071871080222,0.16666666666666666
108,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
111,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
117,dis,0,0.0,0.0,1,0.38685280723454163,0.2,1,0.38685280723454163,0.2,1,0.38685280723454163,0.2
119,dis,0,0.0,0.0,0,0.0,0.0,1,0.3562071871080222,0.16666666666666666,1,0.3562071871080222,0.16666666666666666
123,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
133,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
136,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
137,dis,0,0.0,0.0,0,0.0,0.0,1,0.3562071871080222,0.16666666666666666,1,0.3562071871080222,0.16666666666666666
137,dis,0,0.0,0.0,1,0.38685280723454163,0.2,1,0.38685280723454163,0.2,1,0.38685280723454163,0.2
138,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
149,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
155,dis,0,0.0,0.0,0,0.0,0.0,1,0.3010299956639812,0.1111111111111111,1,0.3010299956639812,0.1111111111111111
160,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
161,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
162,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
163,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
167,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
179,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
182,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
187,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
188,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
189,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
191,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
200,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
208,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
211,dis,0,0.0,0.0,1,0.38685280723454163,0.2,1,0.38685280723454163,0.2,1,0.38685280723454163,0.2
226,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
