condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.02028917910447761,0.0021532995450380516,0.0042204671082745815,0.02028917910447761,0.0021532995450380516,0.0042204671082745815,0.02028917910447761,0.0021532995450380516,0.0042204671082745815,0.04547574626865672,0.0031820475093488287,0.006236813118323704,0.03333258134946384,0.002470626631762899,0.004842428198255282,0.029326026119402986,0.002317931105314209,0.004543144966415849,0.05713619402985075,0.003544895151231505,0.006947994496413749,0.03717076904945774,0.0025173751588998907,0.004934055311443785,0.030949882285003553,0.0023247210389520786,0.004556453236346074,0.06436567164179105,0.003748033679513745,0.0073461460118469405,0.03907905684707786,0.002533977118056635,0.004966595151391005,0.031516115493938256,0.002325215326970642,0.004557422040862458
discussion,0.0326530612244898,0.008037086686559948,0.015752689905657497,0.0326530612244898,0.008037086686559948,0.015752689905657497,0.0326530612244898,0.008037086686559948,0.015752689905657497,0.1306122448979592,0.015238572196175958,0.029867601504504876,0.08451258279480899,0.01048300801122485,0.020546695702000704,0.06914965986394556,0.00934105775441364,0.018308473198650737,0.13877551020408163,0.01563364234425931,0.03064193899474825,0.08717095385086042,0.010523101703877304,0.020625279339599515,0.07025510204081632,0.009340866051356068,0.018308097460657893,0.14489795918367346,0.015917896489372592,0.03119907711917028,0.08876393204114248,0.010536388512143599,0.020651321483801454,0.0707181102105914,0.009337737034249432,0.018301964587128888
all,0.02155713687735454,0.0021012883558046533,0.00411852517737712,0.02155713687735454,0.0021012883558046533,0.00411852517737712,0.02155713687735454,0.0021012883558046533,0.00411852517737712,0.05420678107994977,0.0032760255986525864,0.006421010173359069,0.03858126295436529,0.002473908776770305,0.004848861202469798,0.03341007395004884,0.0022964679600359418,0.004501077201670446,0.06550858099623273,0.0035798030549901477,0.00701641398778069,0.042298456482000084,0.0025128805611038135,0.004925245899763475,0.034980765014251826,0.002301809232031389,0.004511546094781523,0.07262452909167015,0.0037548435502773635,0.007359493358543632,0.04417440821691705,0.0025267454540230487,0.004952421089885175,0.03553641214759252,0.0023020441276276967,0.004512006490150286
