condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.0020988805970149254,0.0006989737716056845,0.0013699885923471415,0.0020988805970149254,0.0006989737716056845,0.0013699885923471415,0.0020988805970149254,0.0006989737716056845,0.0013699885923471415,0.010727611940298507,0.0015733767544869224,0.003083818438794368,0.006201572627571046,0.0009738098287025901,0.0019086672642570767,0.004738028606965174,0.0008317889677267184,0.0016303063767443681,0.01515858208955224,0.0018661033847166112,0.003657562634044558,0.007643097731072784,0.0010265466043989225,0.002012031344621888,0.005338726753139067,0.000842738994172251,0.001651768428577612,0.02332089552238806,0.0023050047148204518,0.004517809241048085,0.009699410611693795,0.0010802065234651367,0.0021172047859916677,0.005899342270670493,0.0008473824140018523,0.0016608695314436304
discussion,0.012244897959183673,0.004973335944358225,0.009747738450942121,0.012244897959183673,0.004973335944358225,0.009747738450942121,0.012244897959183673,0.004973335944358225,0.009747738450942121,0.03877551020408163,0.00873045231196895,0.01711168653145914,0.025818491050244783,0.006198101952926685,0.012148279827736301,0.021564625850340136,0.005622382491425622,0.011019869683194218,0.07959183673469387,0.012239680036775535,0.023989772872080047,0.03893706851815727,0.006734057650219848,0.013198752994430903,0.02693067703271785,0.0057067517669334355,0.011185233463189533,0.22244897959183674,0.018807246953667946,0.036862204029189174,0.07484332845747782,0.007451886436880422,0.014605697416285627,0.03667766210888723,0.0057193770188915935,0.011209978957027524
all,0.0031393888656341567,0.0008093980508807908,0.00158642017972635,0.0031393888656341567,0.0008093980508807908,0.00158642017972635,0.0031393888656341567,0.0008093980508807908,0.00158642017972635,0.013604018417748012,0.0016760293985568363,0.003285017621171399,0.008213353713194765,0.0010837271096741027,0.0021241051349612412,0.006463652853355657,0.0009457987392512764,0.0018537655289325016,0.021766429468396818,0.002111238308735559,0.004138027085121695,0.0108523998837876,0.0011591559881798115,0.0022719457368324306,0.007553054010776909,0.0009606583819593056,0.001882890428640239,0.043742151527835914,0.002959102139777275,0.0057998401939634596,0.016380138896422588,0.001266683000040383,0.0024826986800791507,0.009055762681035959,0.0009695197681495376,0.0019002587455730937
