condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.009478672985781991,0.00668645672564027,0.013105455182254928,0.009478672985781991,0.00668645672564027,0.013105455182254928,0.009478672985781991,0.00668645672564027,0.013105455182254928,0.04739336492890995,0.014662429131826483,0.028738361098379905,0.03005330985589462,0.009778466139094838,0.019165793632625883,0.02424960505529226,0.00849900106487753,0.016658042087159958,0.052132701421800945,0.015339783767065157,0.030065976183447706,0.031741495576785725,0.009898746141333098,0.01940154243701287,0.025039494470774092,0.008524935220830582,0.01670887303282794,0.05687203791469194,0.015981776708268735,0.03132428234820672,0.03287804755104227,0.00994652431489532,0.019495187657194827,0.025318278970355913,0.008525594360123324,0.016710164945841717
discussion,0.023809523809523808,0.023809523809523805,0.046666666666666655,0.023809523809523808,0.023809523809523805,0.046666666666666655,0.023809523809523808,0.023809523809523805,0.046666666666666655,0.19047619047619047,0.06132580154445567,0.1201985710271331,0.11380100161783131,0.038481213281287986,0.07542317803132445,0.08809523809523807,0.03230751048395255,0.063322720548547,0.19047619047619047,0.06132580154445567,0.1201985710271331,0.11380100161783131,0.038481213281287986,0.07542317803132445,0.08809523809523807,0.03230751048395255,0.063322720548547,0.2857142857142857,0.07055211404639924,0.1382821435309425,0.13839356565270067,0.038530414522066035,0.07551961246324942,0.09508547008547008,0.032018355184454866,0.06275597616153154
all,0.011857707509881422,0.006818829637770298,0.013364906090029783,0.011857707509881422,0.006818829637770298,0.013364906090029783,0.011857707509881422,0.006818829637770298,0.013364906090029783,0.07114624505928854,0.016193823150423472,0.031739893374830006,0.043956088725465144,0.01050251607569496,0.020584931508362124,0.03484848484848485,0.008979562228362721,0.017599941967590932,0.07509881422924901,0.016602134870682277,0.032540184346537264,0.04536402227134665,0.010573265915708141,0.020723601194787958,0.03550724637681159,0.008993570337321422,0.017627397861149988,0.09486166007905138,0.018458762010081637,0.03617917353976001,0.05039445767068516,0.01072252311669939,0.0210161453087308,0.03690018421476222,0.00899330294403152,0.01762687377030178
