condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.04640858208955224,0.0032129470994937,0.006297376315007652,0.04640858208955224,0.0032129470994937,0.006297376315007652,0.04640858208955224,0.0032129470994937,0.006297376315007652,0.14458955223880596,0.005371294810018306,0.01052773782763588,0.09462454117459614,0.0038021856645626064,0.007452283902542709,0.07838541666666667,0.0034814854457154054,0.0068237114736021945,0.19519589552238806,0.006053460183601489,0.011864781959858918,0.11125316547292564,0.0038651095571024994,0.0075756147319208985,0.08540148957592988,0.0034765028551531248,0.006813945596100124,0.21478544776119404,0.006272199374949561,0.012293510774901139,0.11630898270380886,0.0038699135157146507,0.007585030490800716,0.0868432712249859,0.0034718366613350695,0.006804799856216736
discussion,0.16122448979591836,0.01662968209426037,0.032594176904750326,0.16122448979591836,0.01662968209426037,0.032594176904750326,0.16122448979591836,0.01662968209426037,0.032594176904750326,0.6551020408163265,0.02149539147519778,0.04213096729138765,0.4092703629251476,0.015811914466424652,0.030991352354192318,0.3286734693877551,0.015405247103130475,0.03019428432213573,0.7775510204081633,0.018807246953667946,0.036862204029189174,0.44974566584975223,0.01436672510078535,0.028158781197539284,0.3458867832847425,0.01478695556630675,0.02898243290996123,0.8081632653061225,0.017805780288684132,0.0348993293658209,0.4575549675402144,0.014000225694644255,0.02744044236150274,0.3480684506131527,0.014693141050664736,0.028798556459302883
all,0.058183340309753036,0.003386919611492218,0.006638362438524747,0.058183340309753036,0.003386919611492218,0.006638362438524747,0.058183340309753036,0.003386919611492218,0.006638362438524747,0.19694432817078275,0.005753961414888339,0.011277764373181145,0.1268925304290478,0.004021854240463328,0.007882834311308123,0.10405329984651877,0.003668822330348922,0.007190891767483887,0.2549183758894935,0.006305577634081247,0.012358932162799244,0.1459667119745257,0.0040504446579809825,0.007938871529642726,0.11211513417980559,0.003651946561011213,0.007157815259581977,0.2756383424026789,0.006465020719497666,0.012671440610215424,0.15130490831490948,0.004045114092907296,0.0079284236220983,0.1136327935984061,0.0036454086654946227,0.00714500098436946
