condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.04827425373134328,0.0032736854764255593,0.006416423533794096,0.04827425373134328,0.0032736854764255593,0.006416423533794096,0.04827425373134328,0.0032736854764255593,0.006416423533794096,0.1394589552238806,0.005290932934371044,0.010370228551367246,0.09258269544725309,0.0038026932384357,0.007453278747333971,0.07739039179104479,0.003507346239507816,0.006874398629435319,0.19053171641791045,0.0059980049061656,0.011756089616084577,0.10949635441734178,0.003869905201037793,0.0075850141940340746,0.08460330416370529,0.0035032816699042324,0.006866432073012295,0.212919776119403,0.006252313685239239,0.012254534823068909,0.11521863521985014,0.0038754146361972453,0.007595812686946601,0.08620677516153336,0.0034981164411194473,0.006856308224594117
discussion,0.14285714285714285,0.015824250732048895,0.031015531434815835,0.14285714285714285,0.015824250732048895,0.031015531434815835,0.14285714285714285,0.015824250732048895,0.031015531434815835,0.6530612244897959,0.021525286483475046,0.04218956150761109,0.3980916956533017,0.015404373643474743,0.030192572341210495,0.3145578231292517,0.014847358325453766,0.02910082231788938,0.7795918367346939,0.01874532824314889,0.03674084335657182,0.43993441545222617,0.013928797819877634,0.027300443726960163,0.3323615160349854,0.014217666357903141,0.027866626061490155,0.8061224489795918,0.01787762572307492,0.035040146417226845,0.44650869448460895,0.013617359890830611,0.026690025386027997,0.33409067352163013,0.014142861821526206,0.027720009170191365
all,0.05797404771871076,0.003381198167623066,0.006627148408541209,0.05797404771871076,0.003381198167623066,0.006627148408541209,0.05797404771871076,0.003381198167623066,0.006627148408541209,0.1921305985768104,0.005700214871823197,0.011172421148773466,0.12391367286478423,0.0039919541400164765,0.007824230114432293,0.10171271103669598,0.0036476592641639287,0.0071494121577613005,0.25094181665969023,0.006272875596249085,0.012294836168648206,0.14338389102410054,0.004025181766935679,0.00788935626319393,0.1100117436398307,0.0036317052484018085,0.0071181422868675445,0.27375470908329846,0.006451264427589219,0.01264447827807487,0.14919354711598487,0.004019609137437631,0.007878433909377756,0.11162810421060146,0.003624787703129935,0.007104583898134672
